customer_id,wilayah,kelompok_usia,jenis_kelamin,segmen_pekerjaan,thin_file,lama_riwayat_kredit_bulan,jumlah_fasilitas_kredit_aktif,rasio_utang_pendapatan,riwayat_keterlambatan_90hari,konsistensi_isi_ulang_pulsa,lama_kepemilikan_nomor_bulan,rata_rata_pulsa_bulanan_rp,frekuensi_transaksi_ecommerce_bulanan,rating_rata_penjual_pembeli,rasio_retur_pembelian,rata_rata_kas_masuk_bulanan_rp,volatilitas_kas_cv,jumlah_hari_kas_negatif_per_bulan,default_flag
CUST102101,Jabodetabek,26-35,P,Karyawan Formal,0,37.0,0,0.456,0,1.0,86.0,34000.0,8,4.86,0.019,5720000.0,0.121,0,0
CUST102102,Sulawesi,46-55,L,UMKM/Wirausaha,1,0.0,0,0.517,,0.602,37.0,27000.0,4,4.29,0.074,4090000.0,0.13,1,0
CUST102103,Luar Jawa Lainnya,56+,L,UMKM/Wirausaha,0,28.0,2,0.411,0,0.685,27.0,34000.0,4,3.83,0.072,6700000.0,0.341,4,1
CUST102104,Sumatra,46-55,L,Pekerja Informal/Gig,1,0.0,0,0.342,,0.802,37.0,78000.0,4,5.0,0.11,4590000.0,0.334,2,0
CUST102105,Kalimantan,26-35,P,Pekerja Informal/Gig,1,0.0,0,0.547,,0.559,65.0,25000.0,3,5.0,0.036,7640000.0,0.319,0,1
CUST102106,Kalimantan,36-45,L,Karyawan Formal,1,0.0,0,0.02,,0.604,88.0,29000.0,6,4.1,0.057,2460000.0,0.375,2,0
CUST102107,Luar Jawa Lainnya,26-35,L,UMKM/Wirausaha,1,0.0,0,0.02,,0.788,36.0,22000.0,6,4.95,0.007,9160000.0,0.499,1,0
CUST102108,Jawa Non-Jabodetabek,26-35,P,UMKM/Wirausaha,0,42.0,0,0.293,2,1.0,68.0,18000.0,1,4.38,0.002,3320000.0,0.197,6,0
CUST102109,Jabodetabek,36-45,L,Karyawan Formal,1,0.0,0,0.068,,0.384,33.0,28000.0,4,5.0,0.023,2510000.0,0.117,0,0
CUST102110,Sumatra,56+,L,Karyawan Formal,0,27.0,3,0.666,0,0.932,60.0,31000.0,3,3.52,0.005,1780000.0,0.247,1,0
CUST102111,Sumatra,26-35,P,UMKM/Wirausaha,1,0.0,0,0.678,,0.329,21.0,33000.0,3,4.47,0.056,4160000.0,0.54,6,1
CUST102112,Jabodetabek,26-35,P,UMKM/Wirausaha,0,52.0,2,0.386,1,0.895,73.0,38000.0,4,3.99,0.067,6920000.0,0.656,6,1
CUST102113,Sumatra,26-35,P,Pekerja Informal/Gig,0,73.0,1,0.021,1,0.922,91.0,54000.0,7,4.85,0.076,2770000.0,0.02,1,0
CUST102114,Jabodetabek,26-35,L,Karyawan Formal,0,57.0,2,0.144,0,0.764,65.0,25000.0,3,4.94,0.014,670000.0,0.222,2,0
CUST102115,Luar Jawa Lainnya,18-25,L,Karyawan Formal,1,0.0,0,0.196,,0.558,102.0,113000.0,2,4.41,0.025,2570000.0,0.278,1,0
CUST102116,Jabodetabek,46-55,P,Pekerja Informal/Gig,1,0.0,0,0.317,,1.0,83.0,43000.0,4,3.81,0.152,520000.0,0.249,0,0
CUST102117,Jabodetabek,18-25,L,Pekerja Informal/Gig,1,0.0,0,0.02,,0.606,80.0,66000.0,2,5.0,0.108,3910000.0,0.314,1,0
CUST102118,Jabodetabek,36-45,P,UMKM/Wirausaha,0,72.0,1,0.626,0,0.761,107.0,119000.0,6,3.61,0.058,1820000.0,0.476,1,0
CUST102119,Jabodetabek,26-35,L,Pekerja Informal/Gig,1,0.0,0,0.3,,0.568,92.0,36000.0,5,4.21,0.15,1580000.0,0.351,2,1
CUST102120,Jabodetabek,26-35,P,Pekerja Informal/Gig,0,51.0,3,0.27,1,0.985,63.0,37000.0,1,3.93,0.031,2130000.0,0.151,1,0
CUST102121,Jabodetabek,26-35,L,Karyawan Formal,0,34.0,3,0.421,0,0.703,84.0,27000.0,6,3.61,0.081,3510000.0,0.312,1,0
CUST102122,Jabodetabek,26-35,P,UMKM/Wirausaha,1,0.0,0,0.317,,0.835,46.0,57000.0,2,3.87,0.025,7380000.0,0.448,4,0
CUST102123,Jabodetabek,36-45,L,Pekerja Informal/Gig,0,55.0,2,0.074,0,0.246,56.0,44000.0,3,3.78,0.058,2040000.0,0.155,2,0
CUST102124,Jawa Non-Jabodetabek,36-45,P,UMKM/Wirausaha,1,0.0,0,0.591,,0.606,45.0,52000.0,2,4.84,0.221,4270000.0,0.291,3,1
CUST102125,Jawa Non-Jabodetabek,56+,L,Pekerja Informal/Gig,1,0.0,0,0.217,,0.532,49.0,23000.0,4,4.62,0.139,3100000.0,0.32,2,0
CUST102126,Jawa Non-Jabodetabek,26-35,P,Pekerja Informal/Gig,0,138.0,0,0.275,0,0.519,78.0,33000.0,6,4.68,0.093,3500000.0,0.211,0,0
CUST102127,Jawa Non-Jabodetabek,36-45,L,UMKM/Wirausaha,0,14.0,1,0.552,0,0.853,53.0,20000.0,2,4.79,0.058,2650000.0,0.542,3,0
CUST102128,Jabodetabek,46-55,L,Karyawan Formal,1,0.0,0,0.09,,0.497,34.0,18000.0,9,5.0,0.11,2840000.0,0.263,3,0
CUST102129,Jabodetabek,26-35,L,Pekerja Informal/Gig,0,65.0,2,0.265,0,0.701,36.0,39000.0,2,3.95,0.035,1730000.0,0.339,1,0
CUST102130,Jabodetabek,46-55,L,UMKM/Wirausaha,1,0.0,0,0.567,,1.0,84.0,58000.0,7,4.33,0.048,1990000.0,0.611,6,0
CUST102131,Kalimantan,56+,P,Karyawan Formal,0,55.0,2,0.363,1,0.68,145.0,34000.0,1,4.49,0.099,1290000.0,0.174,0,0
CUST102132,Luar Jawa Lainnya,46-55,P,Pekerja Informal/Gig,1,0.0,0,0.158,,0.299,67.0,43000.0,7,3.84,0.012,2900000.0,0.241,1,1
CUST102133,Luar Jawa Lainnya,36-45,P,UMKM/Wirausaha,0,100.0,2,0.279,1,0.804,56.0,55000.0,6,5.0,0.277,2190000.0,0.491,3,1
CUST102134,Sumatra,36-45,L,Karyawan Formal,0,43.0,1,0.22,1,0.605,100.0,16000.0,6,4.28,0.094,1450000.0,0.055,0,0
CUST102135,Sumatra,26-35,L,Karyawan Formal,0,16.0,3,0.055,0,0.665,137.0,48000.0,5,4.24,0.024,4870000.0,0.118,0,0
CUST102136,Jawa Non-Jabodetabek,36-45,L,Pekerja Informal/Gig,0,63.0,2,0.069,0,0.422,86.0,40000.0,4,3.57,0.095,2090000.0,0.312,1,0
CUST102137,Kalimantan,56+,L,Pekerja Informal/Gig,1,0.0,0,0.31,,0.984,200.0,26000.0,6,5.0,0.032,1420000.0,0.05,2,0
CUST102138,Kalimantan,26-35,P,UMKM/Wirausaha,0,32.0,2,0.02,1,0.939,63.0,49000.0,4,4.42,0.001,4410000.0,0.573,3,0
CUST102139,Sulawesi,46-55,P,Karyawan Formal,0,36.0,1,0.176,0,0.857,77.0,23000.0,1,3.54,0.01,1580000.0,0.057,0,0
CUST102140,Sulawesi,36-45,L,UMKM/Wirausaha,1,0.0,0,0.095,,0.992,82.0,32000.0,4,3.8,0.044,2420000.0,0.523,3,1
CUST102141,Jawa Non-Jabodetabek,18-25,L,UMKM/Wirausaha,0,61.0,1,0.288,1,0.799,35.0,51000.0,0,5.0,0.149,10740000.0,0.43,3,1
CUST102142,Kalimantan,36-45,L,Karyawan Formal,0,23.0,1,0.432,0,0.509,72.0,44000.0,2,4.7,0.066,2310000.0,0.267,4,0
CUST102143,Sulawesi,46-55,L,UMKM/Wirausaha,0,8.0,1,0.243,0,0.498,68.0,32000.0,1,3.45,0.128,4430000.0,0.364,6,0
CUST102144,Jawa Non-Jabodetabek,36-45,L,Karyawan Formal,0,99.0,0,0.319,0,0.695,90.0,34000.0,4,5.0,0.075,1490000.0,0.518,0,0
CUST102145,Luar Jawa Lainnya,46-55,L,Pekerja Informal/Gig,0,30.0,1,0.522,0,0.596,86.0,40000.0,4,3.5,0.014,1640000.0,0.212,1,1
CUST102146,Jabodetabek,26-35,L,Pekerja Informal/Gig,0,18.0,1,0.161,0,0.685,47.0,26000.0,5,4.3,0.106,1240000.0,0.268,1,0
CUST102147,Luar Jawa Lainnya,46-55,L,Pekerja Informal/Gig,0,24.0,2,0.343,1,0.172,72.0,30000.0,6,4.35,0.134,5850000.0,0.322,0,1
CUST102148,Kalimantan,36-45,P,Karyawan Formal,0,81.0,2,0.554,1,0.762,76.0,10000.0,4,4.96,0.009,5170000.0,0.2,4,0
CUST102149,Jabodetabek,46-55,P,UMKM/Wirausaha,0,3.0,2,0.638,1,0.416,35.0,53000.0,5,3.54,0.031,11120000.0,0.356,2,1
CUST102150,Sumatra,26-35,L,UMKM/Wirausaha,1,0.0,0,0.559,,0.873,34.0,95000.0,2,4.59,0.07,4630000.0,0.165,3,0
CUST102151,Jabodetabek,26-35,L,UMKM/Wirausaha,1,0.0,0,0.199,,0.446,104.0,48000.0,5,3.82,0.083,1920000.0,0.731,4,1
CUST102152,Kalimantan,46-55,L,Pekerja Informal/Gig,0,33.0,0,0.208,0,0.898,91.0,28000.0,3,4.59,0.058,1600000.0,0.071,1,1
CUST102153,Kalimantan,18-25,P,Pekerja Informal/Gig,1,0.0,0,0.472,,0.74,46.0,53000.0,7,5.0,0.092,3090000.0,0.233,3,1
CUST102154,Sumatra,26-35,L,Pekerja Informal/Gig,1,0.0,0,0.51,,0.523,60.0,75000.0,3,4.81,0.09,3340000.0,0.251,1,0
CUST102155,Sulawesi,46-55,P,Karyawan Formal,0,31.0,3,0.499,1,0.794,72.0,12000.0,3,3.51,0.108,2260000.0,0.442,1,1
CUST102156,Jabodetabek,36-45,P,UMKM/Wirausaha,1,0.0,0,0.02,,0.98,161.0,36000.0,5,4.3,0.046,8010000.0,0.388,4,0
CUST102157,Jabodetabek,46-55,P,Karyawan Formal,1,0.0,0,0.049,,0.764,84.0,70000.0,1,4.1,0.031,1890000.0,0.103,1,0
CUST102158,Jawa Non-Jabodetabek,36-45,L,UMKM/Wirausaha,1,0.0,0,0.555,,0.488,27.0,23000.0,6,4.4,0.02,3210000.0,0.257,4,0
CUST102159,Jabodetabek,56+,L,UMKM/Wirausaha,1,0.0,0,0.396,,0.609,61.0,17000.0,6,4.64,0.02,7310000.0,0.643,3,1
CUST102160,Jawa Non-Jabodetabek,26-35,L,Pekerja Informal/Gig,1,0.0,0,0.374,,0.622,42.0,24000.0,2,4.65,0.257,1530000.0,0.223,0,0
CUST102161,Jabodetabek,36-45,L,Pekerja Informal/Gig,0,33.0,2,0.269,1,0.545,39.0,32000.0,5,4.14,0.037,4040000.0,0.176,0,0
CUST102162,Jawa Non-Jabodetabek,46-55,L,Karyawan Formal,0,38.0,3,0.188,0,0.353,80.0,48000.0,3,4.24,0.028,2450000.0,0.146,1,0
CUST102163,Jawa Non-Jabodetabek,36-45,P,Pekerja Informal/Gig,1,0.0,0,0.322,,1.0,55.0,40000.0,3,3.78,0.074,1060000.0,0.296,1,0
CUST102164,Sulawesi,18-25,P,Pekerja Informal/Gig,1,0.0,0,0.207,,0.552,46.0,25000.0,5,4.14,0.153,1860000.0,0.191,3,0
CUST102165,Jabodetabek,26-35,P,UMKM/Wirausaha,1,0.0,0,0.301,,0.355,85.0,49000.0,4,4.5,0.017,3690000.0,0.422,5,0
CUST102166,Sulawesi,36-45,P,UMKM/Wirausaha,1,0.0,0,0.754,,0.441,70.0,45000.0,4,4.03,0.097,1960000.0,0.167,5,0
CUST102167,Jawa Non-Jabodetabek,36-45,L,Karyawan Formal,0,15.0,2,0.39,1,0.535,143.0,48000.0,5,4.25,0.095,1470000.0,0.346,3,1
CUST102168,Jawa Non-Jabodetabek,36-45,P,Karyawan Formal,0,52.0,1,0.225,0,0.052,82.0,34000.0,7,4.56,0.088,1350000.0,0.248,1,0
CUST102169,Sumatra,46-55,P,Karyawan Formal,0,22.0,1,0.239,1,0.853,136.0,49000.0,4,4.02,0.145,2180000.0,0.128,1,0
CUST102170,Jawa Non-Jabodetabek,46-55,L,Pekerja Informal/Gig,1,0.0,0,0.325,,0.813,60.0,60000.0,4,4.77,0.126,820000.0,0.088,0,0
CUST102171,Jabodetabek,26-35,P,Karyawan Formal,0,51.0,1,0.02,1,0.74,64.0,53000.0,5,4.94,0.03,4160000.0,0.233,3,0
CUST102172,Sumatra,36-45,P,UMKM/Wirausaha,1,0.0,0,0.448,,0.448,22.0,40000.0,6,4.09,0.008,3500000.0,0.588,1,1
CUST102173,Jabodetabek,36-45,P,Pekerja Informal/Gig,0,81.0,1,0.659,0,0.859,51.0,42000.0,4,4.08,0.136,7200000.0,0.197,0,0
CUST102174,Jawa Non-Jabodetabek,26-35,P,UMKM/Wirausaha,1,0.0,0,0.435,,0.637,142.0,45000.0,4,5.0,0.071,4310000.0,0.496,0,0
CUST102175,Sumatra,26-35,L,Karyawan Formal,0,52.0,1,0.234,0,0.972,58.0,82000.0,4,3.91,0.003,1230000.0,0.232,0,1
CUST102176,Jawa Non-Jabodetabek,36-45,P,Pekerja Informal/Gig,1,0.0,0,0.24,,0.27,53.0,50000.0,6,4.24,0.261,2640000.0,0.433,0,1
CUST102177,Sulawesi,46-55,L,Karyawan Formal,1,0.0,0,0.315,,0.512,42.0,48000.0,3,4.7,0.066,1700000.0,0.241,0,0
CUST102178,Jabodetabek,26-35,P,Pekerja Informal/Gig,0,27.0,0,0.367,1,0.481,147.0,87000.0,5,3.86,0.034,1520000.0,0.235,0,0
CUST102179,Luar Jawa Lainnya,18-25,P,Karyawan Formal,0,28.0,0,0.336,0,0.326,92.0,50000.0,4,4.78,0.186,3570000.0,0.137,1,0
CUST102180,Kalimantan,26-35,L,Karyawan Formal,0,43.0,1,0.405,0,0.802,101.0,23000.0,5,4.05,0.034,2190000.0,0.293,2,0
CUST102181,Luar Jawa Lainnya,46-55,L,Pekerja Informal/Gig,1,0.0,0,0.304,,0.818,115.0,36000.0,2,4.18,0.01,1680000.0,0.43,1,1
CUST102182,Sulawesi,36-45,P,Karyawan Formal,0,22.0,2,0.532,0,0.851,47.0,12000.0,3,4.12,0.037,1580000.0,0.268,1,0
CUST102183,Jabodetabek,26-35,L,Karyawan Formal,0,55.0,0,0.02,0,0.701,103.0,19000.0,8,4.28,0.029,3690000.0,0.098,0,0
CUST102184,Sumatra,56+,L,Karyawan Formal,0,92.0,1,0.125,0,0.752,23.0,10000.0,9,3.84,0.091,1890000.0,0.247,1,0
CUST102185,Jabodetabek,18-25,L,UMKM/Wirausaha,1,0.0,0,0.534,,0.809,42.0,99000.0,4,4.5,0.116,6910000.0,0.178,4,0
CUST102186,Sulawesi,26-35,P,Pekerja Informal/Gig,1,0.0,0,0.277,,0.519,22.0,118000.0,2,4.66,0.057,1720000.0,0.359,4,0
CUST102187,Sumatra,26-35,L,Karyawan Formal,0,49.0,5,0.352,0,0.738,26.0,72000.0,3,5.0,0.237,1880000.0,0.355,1,0
CUST102188,Jabodetabek,36-45,L,Karyawan Formal,0,13.0,2,0.266,3,0.67,35.0,56000.0,3,4.82,0.063,3310000.0,0.286,3,1
CUST102189,Luar Jawa Lainnya,46-55,P,Pekerja Informal/Gig,1,0.0,0,0.089,,0.232,48.0,29000.0,3,5.0,0.072,2160000.0,0.111,0,0
CUST102190,Jabodetabek,18-25,L,Karyawan Formal,1,0.0,0,0.402,,1.0,70.0,14000.0,5,4.21,0.005,5180000.0,0.299,2,0
CUST102191,Sumatra,46-55,P,Karyawan Formal,0,39.0,0,0.368,0,0.775,70.0,27000.0,4,4.68,0.004,6380000.0,0.09,2,0
CUST102192,Kalimantan,36-45,L,Karyawan Formal,0,30.0,1,0.857,0,0.496,117.0,34000.0,5,5.0,0.062,1070000.0,0.288,2,0
CUST102193,Jabodetabek,46-55,L,Pekerja Informal/Gig,0,15.0,1,0.368,0,0.607,87.0,21000.0,3,4.46,0.001,1700000.0,0.352,1,0
CUST102194,Sumatra,46-55,P,UMKM/Wirausaha,1,0.0,0,0.586,,0.802,175.0,45000.0,5,3.45,0.232,3390000.0,0.63,4,1
CUST102195,Sulawesi,46-55,L,UMKM/Wirausaha,1,0.0,0,0.336,,0.751,37.0,29000.0,6,4.32,0.355,10630000.0,0.642,5,1
CUST102196,Jabodetabek,26-35,P,UMKM/Wirausaha,0,62.0,0,0.589,1,0.666,58.0,15000.0,3,4.13,0.012,3410000.0,0.536,2,1
CUST102197,Sumatra,26-35,L,UMKM/Wirausaha,1,0.0,0,0.222,,0.998,66.0,85000.0,2,4.78,0.111,5230000.0,0.473,1,0
CUST102198,Jabodetabek,56+,P,Pekerja Informal/Gig,1,0.0,0,0.141,,0.635,124.0,17000.0,4,4.53,0.078,1510000.0,0.184,2,0
CUST102199,Sumatra,36-45,L,Pekerja Informal/Gig,0,30.0,0,0.125,1,0.856,67.0,14000.0,0,5.0,0.022,1120000.0,0.169,3,0
CUST102200,Jabodetabek,36-45,P,UMKM/Wirausaha,0,16.0,1,0.23,0,0.907,71.0,30000.0,4,4.52,0.203,1800000.0,0.678,7,0
CUST102201,Luar Jawa Lainnya,46-55,L,Pekerja Informal/Gig,0,67.0,0,0.266,0,0.762,102.0,54000.0,2,4.77,0.125,1830000.0,0.32,3,1
CUST102202,Sulawesi,46-55,P,Karyawan Formal,0,71.0,1,0.151,1,0.636,44.0,58000.0,4,4.38,0.146,1280000.0,0.149,1,0
CUST102203,Jabodetabek,36-45,L,UMKM/Wirausaha,1,0.0,0,0.501,,0.439,87.0,67000.0,9,3.67,0.168,8760000.0,0.436,4,1
CUST102204,Jawa Non-Jabodetabek,46-55,P,UMKM/Wirausaha,1,0.0,0,0.02,,0.255,11.0,19000.0,4,4.21,0.115,1890000.0,0.496,2,1
CUST102205,Sumatra,18-25,L,Karyawan Formal,0,21.0,1,0.45,0,0.704,22.0,50000.0,3,4.93,0.071,1150000.0,0.03,1,0
CUST102206,Kalimantan,36-45,L,Karyawan Formal,0,37.0,1,0.293,0,0.748,52.0,22000.0,8,4.62,0.199,1850000.0,0.318,0,0
CUST102207,Jawa Non-Jabodetabek,56+,P,Karyawan Formal,0,23.0,1,0.635,1,0.549,72.0,74000.0,4,4.79,0.186,1650000.0,0.182,1,1
CUST102208,Jabodetabek,18-25,L,Karyawan Formal,0,43.0,4,0.321,0,0.721,49.0,21000.0,2,3.71,0.061,2470000.0,0.365,2,1
CUST102209,Jabodetabek,26-35,P,Pekerja Informal/Gig,0,47.0,3,0.32,0,0.895,72.0,47000.0,4,4.91,0.154,3350000.0,0.38,0,0
CUST102210,Luar Jawa Lainnya,46-55,P,Karyawan Formal,0,47.0,0,0.542,0,0.367,62.0,26000.0,6,5.0,0.28,3010000.0,0.398,0,1
CUST102211,Jawa Non-Jabodetabek,36-45,L,UMKM/Wirausaha,0,21.0,1,0.159,0,0.55,114.0,66000.0,2,4.68,0.027,2160000.0,0.378,6,0
CUST102212,Sulawesi,18-25,P,Karyawan Formal,0,23.0,1,0.338,0,0.371,26.0,23000.0,5,4.22,0.025,3210000.0,0.119,1,0
CUST102213,Jawa Non-Jabodetabek,26-35,L,UMKM/Wirausaha,0,35.0,1,0.505,0,0.602,90.0,27000.0,3,3.73,0.06,3710000.0,0.527,4,1
CUST102214,Luar Jawa Lainnya,26-35,P,Karyawan Formal,0,66.0,1,0.376,0,0.7,71.0,58000.0,6,4.42,0.022,2360000.0,0.161,1,0
CUST102215,Jabodetabek,26-35,L,Karyawan Formal,0,47.0,3,0.55,0,0.607,61.0,17000.0,7,4.31,0.189,1490000.0,0.325,0,0
CUST102216,Jabodetabek,46-55,L,UMKM/Wirausaha,0,20.0,0,0.236,1,0.673,101.0,30000.0,5,5.0,0.182,5590000.0,0.501,1,1
CUST102217,Luar Jawa Lainnya,36-45,P,Karyawan Formal,0,48.0,0,0.236,0,0.338,92.0,45000.0,7,5.0,0.003,2620000.0,0.182,0,0
CUST102218,Luar Jawa Lainnya,36-45,P,UMKM/Wirausaha,0,2.0,2,0.482,0,0.852,35.0,36000.0,6,5.0,0.095,4640000.0,0.449,3,0
CUST102219,Jawa Non-Jabodetabek,18-25,P,UMKM/Wirausaha,0,58.0,0,0.202,0,0.872,52.0,47000.0,3,3.92,0.025,4900000.0,0.564,6,0
CUST102220,Jawa Non-Jabodetabek,26-35,P,Pekerja Informal/Gig,1,0.0,0,0.219,,0.492,113.0,69000.0,7,4.65,0.084,1170000.0,0.178,3,0
CUST102221,Jawa Non-Jabodetabek,26-35,L,UMKM/Wirausaha,1,0.0,0,0.346,,0.726,51.0,37000.0,5,3.17,0.138,4280000.0,0.622,4,1
CUST102222,Jawa Non-Jabodetabek,46-55,L,UMKM/Wirausaha,0,41.0,0,0.433,0,0.795,9.0,27000.0,6,3.67,0.041,4810000.0,0.423,3,0
CUST102223,Jabodetabek,56+,L,UMKM/Wirausaha,1,0.0,0,0.517,,1.0,40.0,46000.0,5,3.75,0.131,1940000.0,0.327,3,1
CUST102224,Sulawesi,26-35,P,UMKM/Wirausaha,1,0.0,0,0.341,,0.871,76.0,43000.0,3,4.13,0.127,8210000.0,0.329,6,1
CUST102225,Jabodetabek,56+,L,UMKM/Wirausaha,1,0.0,0,0.449,,0.93,51.0,59000.0,3,4.46,0.014,14030000.0,0.367,8,1
CUST102226,Kalimantan,18-25,P,UMKM/Wirausaha,1,0.0,0,0.623,,0.684,93.0,61000.0,4,4.57,0.111,3350000.0,0.604,4,0
CUST102227,Jabodetabek,26-35,L,UMKM/Wirausaha,0,40.0,1,0.521,0,0.705,76.0,57000.0,7,4.38,0.146,4210000.0,0.133,1,1
CUST102228,Jabodetabek,46-55,L,Pekerja Informal/Gig,1,0.0,0,0.311,,0.759,32.0,35000.0,6,4.18,0.082,1810000.0,0.211,1,0
CUST102229,Sumatra,26-35,P,UMKM/Wirausaha,1,0.0,0,0.432,,0.617,98.0,17000.0,6,4.99,0.006,1820000.0,0.424,2,0
CUST102230,Jawa Non-Jabodetabek,56+,L,Karyawan Formal,0,15.0,3,0.68,0,0.918,56.0,21000.0,3,4.71,0.178,2120000.0,0.197,2,0
CUST102231,Sumatra,26-35,L,UMKM/Wirausaha,1,0.0,0,0.475,,0.642,48.0,51000.0,4,3.86,0.023,1200000.0,0.568,4,1
CUST102232,Jabodetabek,46-55,P,Pekerja Informal/Gig,0,57.0,0,0.318,0,0.786,135.0,76000.0,3,3.36,0.114,1040000.0,0.23,1,0
CUST102233,Luar Jawa Lainnya,26-35,P,Pekerja Informal/Gig,1,0.0,0,0.72,,0.32,78.0,40000.0,4,4.37,0.027,2280000.0,0.32,2,1
CUST102234,Kalimantan,26-35,L,Karyawan Formal,0,36.0,2,0.596,1,0.51,41.0,35000.0,5,4.73,0.281,2440000.0,0.163,1,0
CUST102235,Sulawesi,26-35,L,UMKM/Wirausaha,1,0.0,0,0.571,,0.572,81.0,33000.0,2,3.78,0.148,3330000.0,0.245,2,1
CUST102236,Jabodetabek,56+,L,Pekerja Informal/Gig,0,54.0,1,0.285,0,0.78,83.0,17000.0,2,4.26,0.031,3950000.0,0.174,0,0
CUST102237,Jawa Non-Jabodetabek,36-45,P,Karyawan Formal,0,29.0,4,0.206,0,0.93,36.0,21000.0,6,5.0,0.166,3560000.0,0.184,1,0
CUST102238,Jawa Non-Jabodetabek,36-45,L,UMKM/Wirausaha,1,0.0,0,0.573,,0.451,63.0,35000.0,5,4.64,0.032,3250000.0,0.574,2,0
CUST102239,Sumatra,18-25,P,Karyawan Formal,0,23.0,2,0.209,0,0.583,58.0,47000.0,3,4.84,0.087,2110000.0,0.219,1,0
CUST102240,Jawa Non-Jabodetabek,18-25,L,Pekerja Informal/Gig,1,0.0,0,0.071,,0.759,24.0,31000.0,5,4.46,0.104,2550000.0,0.292,3,0
CUST102241,Jabodetabek,18-25,P,Karyawan Formal,1,0.0,0,0.465,,0.764,56.0,28000.0,4,4.47,0.177,6000000.0,0.048,2,0
CUST102242,Jawa Non-Jabodetabek,46-55,P,Pekerja Informal/Gig,0,53.0,0,0.643,1,0.996,70.0,32000.0,2,4.74,0.064,3640000.0,0.15,0,0
CUST102243,Jabodetabek,26-35,P,Karyawan Formal,0,75.0,0,0.099,1,0.817,35.0,37000.0,0,4.52,0.205,500000.0,0.215,2,0
CUST102244,Jawa Non-Jabodetabek,26-35,L,Karyawan Formal,0,29.0,1,0.643,0,0.726,109.0,27000.0,3,4.8,0.482,1470000.0,0.134,0,0
CUST102245,Jabodetabek,36-45,L,Karyawan Formal,0,40.0,3,0.216,0,0.717,76.0,36000.0,2,4.41,0.034,980000.0,0.437,1,1
CUST102246,Jabodetabek,36-45,L,Karyawan Formal,0,82.0,1,0.431,0,0.852,134.0,13000.0,7,4.24,0.006,590000.0,0.322,0,0
CUST102247,Sumatra,26-35,L,Pekerja Informal/Gig,0,65.0,0,0.562,0,1.0,108.0,30000.0,4,4.4,0.114,3710000.0,0.269,2,0
CUST102248,Jawa Non-Jabodetabek,18-25,L,Karyawan Formal,0,48.0,0,0.343,1,0.863,54.0,29000.0,3,4.26,0.107,1300000.0,0.282,1,0
CUST102249,Jawa Non-Jabodetabek,26-35,L,Karyawan Formal,0,43.0,1,0.476,1,0.971,100.0,21000.0,5,4.33,0.008,1890000.0,0.247,0,0
CUST102250,Sumatra,36-45,L,Pekerja Informal/Gig,0,13.0,4,0.295,0,0.912,66.0,53000.0,1,3.5,0.147,1960000.0,0.26,1,0
CUST102251,Kalimantan,26-35,L,UMKM/Wirausaha,0,52.0,1,0.533,0,0.715,86.0,57000.0,3,4.35,0.125,1520000.0,0.249,3,0
CUST102252,Jawa Non-Jabodetabek,36-45,L,UMKM/Wirausaha,1,0.0,0,0.618,,0.331,57.0,18000.0,4,3.46,0.063,1790000.0,0.29,2,1
CUST102253,Sumatra,18-25,P,Karyawan Formal,0,69.0,3,0.31,0,0.62,57.0,20000.0,4,4.96,0.106,2270000.0,0.269,1,0
CUST102254,Luar Jawa Lainnya,46-55,P,Pekerja Informal/Gig,1,0.0,0,0.243,,0.598,70.0,82000.0,2,4.71,0.011,1850000.0,0.276,2,0
CUST102255,Sumatra,56+,L,UMKM/Wirausaha,0,16.0,1,0.266,0,0.813,68.0,28000.0,5,3.62,0.036,9030000.0,0.335,4,0
CUST102256,Luar Jawa Lainnya,18-25,P,Karyawan Formal,0,20.0,1,0.438,0,0.734,31.0,31000.0,5,4.65,0.141,2300000.0,0.099,3,0
CUST102257,Kalimantan,26-35,L,UMKM/Wirausaha,0,108.0,0,0.148,1,0.842,82.0,90000.0,6,4.79,0.12,2070000.0,0.312,3,0
CUST102258,Jabodetabek,26-35,P,UMKM/Wirausaha,0,54.0,0,0.455,0,0.208,85.0,34000.0,3,4.26,0.042,3850000.0,0.386,4,0
CUST102259,Jawa Non-Jabodetabek,46-55,L,UMKM/Wirausaha,0,28.0,3,0.379,1,0.688,89.0,46000.0,8,3.96,0.109,3130000.0,0.566,3,1
CUST102260,Kalimantan,36-45,L,UMKM/Wirausaha,1,0.0,0,0.423,,0.648,59.0,44000.0,5,5.0,0.005,5680000.0,0.194,4,0
CUST102261,Luar Jawa Lainnya,36-45,P,UMKM/Wirausaha,0,34.0,1,0.353,1,0.361,17.0,59000.0,5,5.0,0.034,7010000.0,0.331,2,0
CUST102262,Jawa Non-Jabodetabek,26-35,L,UMKM/Wirausaha,1,0.0,0,0.478,,0.757,56.0,52000.0,6,3.98,0.172,2630000.0,0.4,4,0
CUST102263,Jabodetabek,18-25,L,Karyawan Formal,0,58.0,3,0.193,0,0.793,65.0,35000.0,2,4.71,0.261,1600000.0,0.282,2,0
CUST102264,Sumatra,36-45,L,Pekerja Informal/Gig,1,0.0,0,0.02,,0.535,161.0,28000.0,3,5.0,0.213,5370000.0,0.233,1,0
